index,ID,text
130,1458661357021274113,"RT @IdafeMartin: Después d los 9.000 mill d julio, está todo listo para recibir otros 10.000 mill del nuevo fondo europeo gracias a ese pla…"
131,1458660794401439745,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
132,1458659926411296769,"RT @salvadostv: Este viernes acaba la #COP26... con cierto pesimismo: ""No estamos ni cerca de los objetivos""
📰 https://t.co/giRITe6sUg http…"
133,1458658848567439360,"RT @hermanntertsch: @ZiemianczykOlek Los polacos no están solos. Al contrario, los injustos, sectarios y malintencionados ataques a Polonia…"
134,1458656905627418630,RT @iellakuria: Ya era hora. La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados  https://t.co/…
135,1458656879966576642,RT @future_spain: 🟢 Se acerca el día de nuestra intervención en el evento que organiza la comisión europea dentro de la #COP26 #COP26Glasgo…
136,1458653917374562310,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
137,1458651858109546497,"RT @salvadostv: Este viernes acaba la #COP26... con cierto pesimismo: ""No estamos ni cerca de los objetivos""
📰 https://t.co/giRITe6sUg http…"
138,1458650692852191234,#DeInnovación Ese tribunal rechazó una apelación presentada por Google a la sanción que le había sido aplicada por… https://t.co/wg4WT4mcI9
139,1458650164609040384,"RT @raulmtt: ¿Os acordáis del anuncio de recorte en #pensiones que hizo hace 2 días Escrivá si fallaba su plan? No se le fue la olla, es lo…"
140,1458649445126520833,"RT @hermanntertsch: @ZiemianczykOlek Los polacos no están solos. Al contrario, los injustos, sectarios y malintencionados ataques a Polonia…"
141,1458645831423336453,"RT @hermanntertsch: @ZiemianczykOlek Los polacos no están solos. Al contrario, los injustos, sectarios y malintencionados ataques a Polonia…"
142,1458644642929557504,"RT @AmigosTierraEsp: 🤥Vaya, vaya, vaya ... Así que en la #COP26 la Presidenta de la Comisión Europea Ursula von der Leyen dice ""¡Hay que ac…"
143,1458644071082303490,RT @NetNezva: noticia fresquita: el Tribunal General de la Unión Europea dictó sentencia hoy en uno de los casos de Google/Alphabet por abu…
144,1458643370507751428,La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados en la Comunidad Val… https://t.co/OWYwH6HcIm
145,1458642254432813059,RT @linagalvezmunoz: 🇪🇦España es el primer Estado miembro en consensuar con la Comisión Europea🇪🇺 el documento que recoge las Disposiciones…
146,1458641547214438401,RT @iellakuria: Ya era hora. La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados  https://t.co/…
